Latitude,Longitude,island,name,address,zipcode,type,units,year_open,hawaiistgrdsownerhotelsarea
815143.1051,2195196.735,Hawaii,Hillside at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815143.1051,2195196.735,Hawaii,Ke Alaula at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815143.1051,2195196.735,Hawaii,Palm Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,4,,Kailua-Kona
815143.1051,2195196.735,Hawaii,Waiulu Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815143.1051,2195196.735,Hawaii,Haliipua Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815143.1051,2195196.735,Hawaii,Golf Villas at Hualalai Resort,100 Kaupulehu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
587766.5723,2386420.456,Oahu,Hale Kalani,68-252 Olohio Street,96791,INDIVIDUAL VACATION UNIT,1,,Waialua
630430.8587,2367737.06,Oahu,Palione Papalani,22 Palione Place,96734,INDIVIDUAL VACATION UNIT,1,1981,Kailua
625731.7379,2351588.086,Oahu,Palm Tree Estate,4451 Kahala Avenue,96816,INDIVIDUAL VACATION UNIT,1,2008,Honolulu
631176.6485,2353691.047,Oahu,Niuiki,48 Niuiki Circle,96821,INDIVIDUAL VACATION UNIT,1,,Honolulu
633371.1541,2365713.06,Oahu,Mokulua Aina,1133 Mokulua Drive,96734,INDIVIDUAL VACATION UNIT,1,,Kailua
633674.3715,2365151.611,Oahu,Hale Mokulua -Lanikai,1451 Mokulua Drive,96734,INDIVIDUAL VACATION UNIT,1,,Kailua
633322.0798,2365214.557,Oahu,Kehaulani,1371 Kehaulani Drive,96734,INDIVIDUAL VACATION UNIT,1,,Kailua
454745.9998,2457474.54,Kauai,Anini House,3500 Anini Road,96722,INDIVIDUAL VACATION UNIT,1,,Anini Beach
443114.3173,2457714.622,Kauai,Banana Beach House,7356 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,,Haena
448342.7404,2455365.207,Kauai,Hale Ylang Ylang,5343 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,,Hanalei
467028.2536,2439917.078,Kauai,Aloha Kai Condo,4-0900 Kuhio Hwy,96746,INDIVIDUAL VACATION UNIT,1,,Kapaa
448850.4791,2456130.263,Kauai,Umetsu Cottage,4959 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1995,Hanalei
448853.1225,2456161.422,Kauai,Palaka Cottage,4945 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,,Hanalei
448989.4809,2455530.704,Kauai,Tropical Bamboo Hideaway,5115 Papio Place,96714,INDIVIDUAL VACATION UNIT,1,,Hanalei
452764.5306,2457788.095,Kauai,Kauikeolani Estate,4201 Anini Vista Road,96714,INDIVIDUAL VACATION UNIT,1,,Princeville
443236.8686,2457699.365,Kauai,Holo Makani,7324 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,,Haena
448857.573,2456278.78,Kauai,Hale Mo'olelo,4943 Weke Road,96714,INDIVIDUAL VACATION UNIT,1,1902,Hanalei
442840.0054,2457631.562,Kauai,Holo Makani,5-7452-B Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,,Haena
443236.8686,2457699.365,Kauai,Haena VRU,7324 Alealea Road,96714,INDIVIDUAL VACATION UNIT,1,,Haena
443755.9589,2457368.525,Kauai,Hale Hoolapanai,5-7107 Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,1,,Haena
442840.0054,2457631.562,Kauai,Moolelo Hoolapanai,5-7452 A Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,1,,Haena
442840.0054,2457631.562,Kauai,Kalihiwai Beach House,5-7452 AB Kuhio Hwy,96714,INDIVIDUAL VACATION UNIT,2,,Haena
803162.9154,2303418.561,Maui,Entabeni Cottage,370 Hana Highway,96713,INDIVIDUAL VACATION UNIT,1,,Hana
828635.6114,2208067.078,Hawaii,"Mauna Lani, Auberge Resorts Collection",68-1400 Mauna Lani Drive,96743,HOTEL,333,1983,Kamuela
815083.334,2174431.692,Hawaii,Kona Seaside Hotel,75-5646 Palani Road,96740,HOTEL,145,1960,Kailua-Kona
443774.1859,2457354.851,Kauai,Hanalei Colony Resort,5-7130 Kuhio Highway,96714,HOTEL,49,1969,Hanalei
621751.5845,2353233.943,Oahu,"Moana Surfrider, A Westin Resort & Spa",2365 Kalakaua Avenue,96815,HOTEL,791,1901,Honolulu
452242.6022,2419256.856,Kauai,Sheraton Kauai Resort,2440 Hoonani Road,96756,HOTEL,391,1968,Koloa
818482.447,2165519.395,Hawaii,Sheraton Kona Resort & Spa Keauhou Bay,78-128 Ehukai Street,96740,HOTEL,509,2004,Kailua Kona
739874.8018,2315781.51,Maui,Sheraton Maui Resort & Spa,2605 Kaanapali Parkway,96761,HOTEL,508,1963,Lahaina
621854.7566,2353266.241,Oahu,Sheraton Princess Kaiulani Hotel,120 Kaiulani Avenue,96815,HOTEL,1140,1955,Honolulu
621336.3927,2353301.648,Oahu,Sheraton Waikiki Hotel,2255 Kalakaua Avenue,96815,HOTEL,1636,1971,Honolulu
448852.2038,2457440.181,Kauai,St. Regis Princeville,5520 Ka Haku Road,96722,HOTEL,251,1985,Princeville
621336.3927,2353301.648,Oahu,"The Royal Hawaiian, A Luxury Collection Resort",2259 Kalakaua Avenue,96815,HOTEL,526,1927,Honolulu
739841.4038,2315016.399,Maui,The Westin Maui Resort & Spa,2365 Kaanapali Parkway,96761,HOTEL,759,1971,Lahaina
622131.7169,2352839.299,Oahu,Waikiki Beach Marriott Resort & Spa,2552 Kalakaua Avenue,96815,HOTEL,1310,1971,Honolulu
595943.7923,2358961.099,Oahu,Embassy Suites by Hilton Oahu Kapolei,725 Manawai Street,96707,HOTEL,180,2017,Kapolei
739782.3892,2314595.08,Maui,"Hyatt Kaanapali Beach, a Hyatt Resident Club Resort",180 Nohea Kai Drive,96761,TIMESHARE,131,2014,Lahaina
739860.7331,2314429.683,Maui,Hyatt Regency Maui Resort and Spa,200 Nohea Kai Drive,96761,HOTEL,806,1980,Lahaina
622266.0121,2352863.216,Oahu,Hyatt Place Waikiki Beach,175 Paoakalani Avenue,96815,HOTEL,426,1970,Honolulu
621639.6578,2353569.026,Oahu,Hyatt Centric Waikiki Beach,349 Seaside Avenue,96815,HOTEL,230,2017,Honolulu
621895.0367,2353146.388,Oahu,Hyatt Regency Waikiki Beach Resort & Spa,2424 Kalakaua Avenue,96815,HOTEL,1230,1976,Honolulu
604079.2182,2399910.534,Oahu,Kuilima Estates West,57-101 West Kuilima Loop,96731,INDIVIDUAL VACATION UNIT,150,2011,Kahuku
604101.4138,2400128.615,Oahu,Kuilima Estates East,57-068 Eleku Kuilima Pl,96731,INDIVIDUAL VACATION UNIT,118,,Kahuku
591080.6721,2359573.19,Oahu,Beach Villas At Ko Olina,92-106 Waialii Place,96707,INDIVIDUAL VACATION UNIT,164,2008,Ko Olina
589138.6067,2386882.188,Oahu,Mokuleia Sands,68-55 Akule St,96791,INDIVIDUAL VACATION UNIT,2,,Waialua
603573.603,2400527.182,Oahu,Ocean Villas at Turtle Bay Resort,57-091 Kamehameha Highway,96731,INDIVIDUAL VACATION UNIT,57,1972,Kahuku
590978.7319,2360469.79,Oahu,Coconut Plantation at Ko Olina Resort & Marina,92-1152 Olani Street,96707,INDIVIDUAL VACATION UNIT,68,,Kapolei
592220.7868,2359619.381,Oahu,Ko Olina Fairways,92-1503 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,70,,Kapolei
592324.0026,2359712.304,Oahu,Ko Olina Hillside Villas,92-1520 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,60,,Kapolei
591324.5221,2360208.304,Oahu,Ko Olina Kai,92-1103 Koio Drive,96707,INDIVIDUAL VACATION UNIT,95,,Kapolei
590674.7332,2360617.405,Oahu,Kai Lani at Ko Olina,92-1001 Aliinui Drive,96707,INDIVIDUAL VACATION UNIT,30,,Kapolei
620837.1803,2354165.128,Oahu,Canterbury Place,1910 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,5,2013,Honolulu
740850.4502,2319562.995,Maui,Hoyochi Nikko (Estimate),3901 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,16,1973,Lahaina
454307.9365,2419113.663,Kauai,Shipwrecks Beach Cottage,2227 Iukika Place,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
457409.6934,2457213.172,Kauai,Hale Nanea,2884-A Kauape Road,96754,INDIVIDUAL VACATION UNIT,1,n/a,Kilauea
457380.0928,2457169.725,Kauai,Secret Beach Cottage,2908-B Kauapea Road,96754,INDIVIDUAL VACATION UNIT,1,,Kilauea
455544.518,2456797.612,Kauai,Kumulani,3233A Kalihiwai Road,96754,INDIVIDUAL VACATION UNIT,1,,Kilauea
461785.9066,2456077.981,Kauai,Kai Halulu,4110 North Waikalua,96754,INDIVIDUAL VACATION UNIT,1,,Kilauea
451761.7682,2456835.32,Kauai,"Elegant villa with mountain and golf course views, easy to beaches/shopping",4141 Queen Emma Drive,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
449697.5253,2457216.681,Kauai,Queens Bath Lookout,5055 Naookala Circle,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
599669.2251,2397608.207,Oahu,Haleiwa Sunshine,59-007 Huelo Street,96812,INDIVIDUAL VACATION UNIT,1,,Haleiwa
828409.3905,2208230.373,Hawaii,Spectacular New Mauna Lani Home!,68-1312 Pauoa Road,96743,INDIVIDUAL VACATION UNIT,1,,Kamuela
816182.569,2182411.804,Hawaii,Piko Nani (Hilltop Beauty) Estate,73-1451 Kukuna Street,96740,INDIVIDUAL VACATION UNIT,1,2016,Kailua-Kona
817945.9804,2170623.387,Hawaii,Paradise Found Pool Wonderful ocean views Spacious home Near Kona town,77-172 Kekai Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819047.817,2169593.394,Hawaii,Beautiful home with unobstructed ocean views,77-474 Kualono Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819619.4521,2166432.48,Hawaii,Pili Lani,78-7008 Ola Kino Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
765780.554,2293765.961,Maui,Kamaole One #5 - Upgraded Ground Floor 2 Bedroom and Directly on the Beach!,2230 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1973,Kihei
740654.9546,2318995.716,Maui,The Pikake Water is 20ft Away!!,3701 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1966,Lahaina
829097.157,2208078.406,Hawaii,FALL SPECIAL 5TH NIGHT FREE - Hale Malia - Brand New Deluxe 3BR Townhome!,68-1025 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,1,,Waimea
815954.822,2173043.847,Hawaii,Alii Cove,75-5919 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
742721.7236,2323401.082,Maui,Napili Gardens,5432 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,13,1995,Lahaina
740845.1478,2319484.933,Maui,Hale Mahina Beach Resort (Estimate),3875 Lower Honoapiilani Road,96760,INDIVIDUAL VACATION UNIT,46,1981,Lahaina
818680.4881,2166398.775,Hawaii,Keauhou Palena Golfers Delight Great Location in Kona Hawaii,78-7054 Kamehameha III Road,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
764668.6673,2297905.367,Maui,Koa Resort,811 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1982,Kihei
621561.3015,2353993.639,Oahu,2121 Ala Wai 2406- UNIT HAS BEEN UPDATED AND IS BEAUTFUL! TRUE VALUE!!!,2121 Ala Wai Boulevard,96815,INDIVIDUAL VACATION UNIT,1,,Honolulu
819086.5694,2170869.908,Hawaii,"Amazing Kona Sunsets House, Ocean Views above Kailua Kona Village",77-362 Ailina Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817424.4471,2171894.831,Hawaii,Akoa-Gated Community 3 bedroom 3 bath Ocean View,75-6187 Akoa Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815429.3669,2185387.635,Hawaii,"Spacious 4400 square foot, 4 bedroom, 4.5 bath Private Estate",72-4075 Alahee Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
816890.0994,2171192.332,Hawaii,"Spacious, Groundfloor Oceanfront Unit, 2 bedroom, 2 bath",75-6800 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
816898.7746,2171173.494,Hawaii,Beautiful Oceanfront Condo Steps from Beach - complete remodel 2014,76-6194 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
818786.1538,2173099.595,Hawaii,"Aloha Place - Luxurous3 Bedroom, 3 Bathroom Home with Spectacular Ocean Views",75-669 Pu Hoaloha Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
453943.841,2418612.404,Kauai,Alohilani - Gated Estate 5 Bedroom Villa with a Pool,1670 Makanui Road,96756,INDIVIDUAL VACATION UNIT,1,,Poipu
453816.7515,2418768.57,Kauai,Amazing Views Hale - 270 degree Stunning Views from 2 Story Poipu Beach House,2321 Hoohu Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
816246.5402,2180723.616,Hawaii,"Heavens, Spaciouis 4 Bedroom with Pool and Great Ocean Views",73-4854 Anini Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819322.1412,2167115.931,Hawaii,Blue Hawaii - A Big Island Home Amazing Ocean Views in Kona,78-6902 Kia Aina Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
451151.2352,2419685.785,Kauai,"Delightful 2BR Cottage w/Whitewater Ocn Views & Sunsets, Surf, Sand & Snorkel",5115 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
451220.6647,2456736.588,Kauai,Charming home on the North Shore of Kauai,4381 Emmalani Drive,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
836723.0938,2209462.197,Hawaii,A striking home near white sand beaches and resorts,68-3553 Haia Street,96738,INDIVIDUAL VACATION UNIT,1,,Waikoloa
450930.5577,2457088.323,Kauai,"Hale Emmalani: Elegant remodeled 3br/3ba home with private pool, quiet street",4890 Emmalani Drive,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
453396.8655,2418896.13,Kauai,"Hale Halia -Stunning 4 Bedroom, 3 Bath Poipu Beach Vacation Home",2211 Pane Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
451136.79,2419707.638,Kauai,Hale Haloko Kaiin Poipu - Oceanviews and just steps to the beach,5111 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,2000,Koloa
450687.6823,2456826.291,Kauai,"Hale Kamalani: Spacious 3br + loft, mountain and golf course views, BARGAIN!",4187 Kamalani Lane,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
819319.1967,2166281.739,Hawaii,"Hale Kehau 3 Bed, Private Home with Incredible Ocean Views in Gated Community",78-7045 Kaluna Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
450778.7837,2457840.406,Kauai,"Hale Kohea: Comfortable, Tommy Bahama Furnished Home!",3714 Albert Road,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
814893.1961,2183403.697,Hawaii,Hale Kokua-Private Home off Ohi Kapua Pl.,73-4326 Ohikapua Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815779.4038,2173342.902,Hawaii,Oceanfront one bedroom unit with amazing views,75-5870 Kahakai Road,96740,INDIVIDUAL VACATION UNIT,1,1972,Kailua-Kona
925105.1899,2173217.685,Hawaii,"Hale Loke Cottage, 2 Masters, A/C, Use of resort pool & spa, steps to beaches",15-927 Paradise Ala Kai,96749,INDIVIDUAL VACATION UNIT,1,2000,Keaau
450111.9549,2457674.787,Kauai,Hale Mahana: Cozy 2 Bedroom home with salt water Pool!,3979 Kalakaua Place,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
451246.56,2419625.009,Kauai,Hale Malanai - 2 Bedroom Baby Beach Poipu Vacation Home,5141 Hoona Road,96756,INDIVIDUAL VACATION UNIT,1,1993,Poipu
453933.6133,2418533.196,Kauai,Oceanviews - Very close to Poipu Beach - Sleeps 6!,1684 Pee Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
836246.5738,2207894.78,Hawaii,Distinctive Custom Cedar Home -with Ocean & Mountain Views!,68-1823 Puu Nui Street,96738,INDIVIDUAL VACATION UNIT,1,,Waikoloa
449640.4659,2457302.364,Kauai,Hale Ohana: 3br/3ba amily home near back yard with jacuzzi,4126 Liholiho Road,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
816016.8703,2178784.156,Hawaii,"Luxury Villa Estate with Pool, Hottub & Oceanview! $450/ngt spcl September!",74-4910 Hao Kuni Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817338.706,2170582.484,Hawaii,Beachfront in sunny Kona,77-6296 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
818534.9839,2165962.601,Hawaii,"Oceanfront, Overlooking a Pristine Bay Along the Kona Coast - Bay Watch",78-111 B Holua Road,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
458787.0664,2455249.708,Kauai,North shore home with Ocean Views!,1980 Kolo Road #6,96754,INDIVIDUAL VACATION UNIT,1,,Kilauea
449872.0198,2420085.94,Kauai,Ho`o Walea - Elegant 3 Bedroom Ocean Front Villa with a Pool,4682 Lawai Road,96756,INDIVIDUAL VACATION UNIT,1,1998,Koloa
453914.3308,2419001.854,Kauai,"POIPU 2bd/2 ba detached cottage, a/c, beaches/pool/spa/tennis, garage",2395 Hoohu Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
818116.7065,2169993.733,Hawaii,"Magnificent Ocean Views, Pool, Walk to Beach, Surrounded by Fruit Orchards",77-407 Hoomaluhia Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
818869.7038,2172006.056,Hawaii,"IO Way -Gorgeous 4 Bedroom, 3 Bathroom Gated Home with Magnificant Views!",76-819 Io Way,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819236.8367,2171666.89,Hawaii,Iolani- Luxury living at this breathtaking home!,76-851 North Manu O Ku Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
451206.7815,2457178.575,Kauai,Golf Course Villa with Pool and Hot Tub.,4080 Kaahumanu Place,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
739763.5818,2314787.189,Maui,"Kaanapali Alii 433 aka ""The Royal Jewel"" on World Famous Kaanapali Beach",50 Nohea Kai Drive,96761,INDIVIDUAL VACATION UNIT,1,1982,Lahaina
740664.1522,2316607.545,Maui,New Listing!! Book for travel before Dec.15th and get 7th night free!!!,150 Puukolii Road,96761,INDIVIDUAL VACATION UNIT,1,,Lahaina
818298.6074,2167687.924,Hawaii,"KBV 304 Top Floor Condo: Huge Oceanview, Elevators, Beach Walking Distance!",78-6715 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
740205.9762,2315412.205,Maui,Kaanapali Royal (Estimate),2560 Kekaa Drive,96761,INDIVIDUAL VACATION UNIT,50,1979,Lahaina
818639.4811,2166021.033,Hawaii,"Aloha! Welcome to Kahle Ohana, our brand new Keauhou vacation home.",78-130 Holua Road,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
630658.9473,2369715.866,Oahu,Kailua Oceanfront - 4 bedroom home with Amazing Views,608 Kaimalino Place,96734,INDIVIDUAL VACATION UNIT,1,,Kailua
816165.6491,2172021.405,Hawaii,Coastline Views Just Steps from the Ocean,75-111 Kaiolu Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
818924.4406,2171919.939,Hawaii,"Beautiful single level 3 bedroom, 3 bath home with spectacular ocean views",76-838 Kalana Io Place ,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815363.2021,2174510.716,Hawaii,"KalaniKai- CORRIDOR OCEAN VIEW, 1st floor in the heart of Kona!",75-5681 Kuakini Highway,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
450588.325,2456976.493,Kauai,Kalani Villa:4 Bedroom home with pool and amazing golf course/mountain views!,4175 Kalani Place,96722,INDIVIDUAL VACATION UNIT,1,2003,Princeville
464104.4788,2428616.89,Kauai,Closest House to the Water --Ocean Front-AC,Kalapaki Circle,96766,INDIVIDUAL VACATION UNIT,1,,Lihue
765873.7905,2293370.071,Maui,Kamaole Beach Club #C-109 Across Street from Kamaole Beach I - Great Rates!,2381 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1983,Kihei
743620.1221,2324266.284,Maui,Kapalua Bay Villa #21G4 - Fully Renovated with Direct Oceanfront Views !,500 Office Road,96761,INDIVIDUAL VACATION UNIT,1,1975,Kapalua
444014.8447,2456464.145,Kauai,Kauai Tree House: Beautiful Haena home within a gated estate,5-6691 Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,1995,Wainiha
848277.6306,2217374.108,Hawaii,Just steps to the beach with private pool. Last minute discounts available.,51 Kaumana Place,96743,INDIVIDUAL VACATION UNIT,1,,Kamuela
816815.7041,2174428.686,Hawaii,"Kawena5, Five bedrooms with 5 bathrooms, great Ocean View.",75-5788 Kawena Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819101.4768,2165460.582,Hawaii,Keauhou Akahi 210- Top floor spacious condo that sleeps 4! Large ocean view!!,78-7030 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,1974,Kailua-Kona
450832.3557,2458157.42,Kauai,Keoniana Kai: Island home situated on the Bluff with breathtaking ocean views,3577 Keoniana Road,96722,INDIVIDUAL VACATION UNIT,1,2001,Princeville
764100.1801,2300105.058,Maui,Ocean Front 2 bedroom 2 bath,36 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1973,Kihei
830160.3977,2224666.102,Hawaii,Kohala Ranch Retreat with Saltwater Pool & Spa,59-079 Olomana Road,96743,INDIVIDUAL VACATION UNIT,1,,Kamuela
818089.8205,2168217.624,Hawaii,"Koihale- Architecturally Designed 4 Bed, 3.5 bath Estate near Kahalu'u Bay",78-6641 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817138.1058,2170874.102,Hawaii,Ocean Front At Bali Kai -#201,76-6246 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,1969,Kailua Kona
816540.3123,2171679.031,Hawaii,"Kona By The Sea 105 - Oceanfront 1 bedroom, 2 bath with private lanai!",75-6106 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,1982,Kailua Kona
815970.8183,2173366.198,Hawaii,"Ocean view Studio, right on the edge of town",75-5873 Walua Road,96740,INDIVIDUAL VACATION UNIT,1,1972,Kailua-Kona
816963.7229,2171077.344,Hawaii,"2 Bedroom, 2 Bath, Oceanfront Condo",76-6212 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,1980,Kailua-Kona
817751.7445,2169072.101,Hawaii,Kona Bliss! Gated Oceanfront condo on Alii Dr.,77-6516 Alii Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
819526.0722,2167440.431,Hawaii,3 Bedroom 3 Bath Luxury House with Ocean View,78-6887 Kuhinanui Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
450721.9317,2458154.483,Kauai,Laulea Hale: Spacious lovely 4br north shore luxury home in quiet cul-de-sac,3570 Kaweonui Road,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
817364.7164,2171808.259,Hawaii,Laule'a Hale-Impressive Ocean Views and Kona Sunsets in Kahakai Estates,75-6190 Papala Street,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
764767.6687,2297335.78,Maui,Stop! Look No Further! Leinaala #104 Oceanfront Ocean View 1Bd/1Ba Sleeps 4,998 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1975,Kihei
450678.4126,2456974.648,Kauai,"Limpopo Hale:Beautiful Princeville 3br family home close to shopping, beaches",4679 Emmalani Drive,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
740050.3272,2317979.03,Maui,Aston Mahana Resort Beautiful Condo!!,110 Kaanapali Shores Place,96761,INDIVIDUAL VACATION UNIT,1,1974,Lahaina
598913.3902,2396714.022,Oahu,Lohi Kai,59-181 Ke Nui Road,96712,INDIVIDUAL VACATION UNIT,1,,Haleiwa
611794.8838,2393648.39,Oahu,Laie Palms,55-427 Kamehameha Highway,96762,INDIVIDUAL VACATION UNIT,2,,Laie
451758.0845,2419389.222,Kauai,Makala'e: Luxurious 5 bed/5 bath Ocean View Villa!,2598-B Hoonani Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
764544.4437,2298778.908,Maui,"Maui Beach Resort #C-403, Panoramic Ocean View, Sleeps 3, Great Rates!!!",515 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1989,Kihei
828647.7416,2208053.047,Hawaii,"FALL SPECIAL 5TH NIGHT FREE-Top Floor Luxury Penthouse, Oceanview!",68-1399 Mauna Lani Drive,96743,INDIVIDUAL VACATION UNIT,1,1983,Kamuela
818857.2225,2165439.548,Hawaii,"2 Bedroom, 2 Bathroom, AC INCLUDED! Secluded, quiet resort",78-7190 Kaleiopapa Street,96740,INDIVIDUAL VACATION UNIT,1,1983,Kailua-Kona
449327.7979,2457317.138,Kauai,Moana Villa: Spectacular views of Mt. Namolokama & Majestic Waterfalls,5322 Honoiki Road,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
816832.4074,2171886.67,Hawaii,Nakakui Drive in the Gated Kahakai Community,75-6153 Nakukui,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817249.929,2171770.915,Hawaii,Nakukui Elua- Peaceful and Private with Pool and Ocean Views!,75-6210 Nakukui Drive,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
453563.5524,2418828.387,Kauai,"75 Yards to Poipu's best beaches, exquisitely remodeled, ocean & sunset views",2275 Nalo Road,96756,INDIVIDUAL VACATION UNIT,1,,Koloa
619386.0096,2354847.346,Oahu,"PRICE REDUCED! Luxury condo with 2 Master Suites, panoramic ocean views!",1330 Ala Moana  Boulevard,96814,INDIVIDUAL VACATION UNIT,1,,Honolulu
741021.1372,2320138.727,Maui,Noelani Sooo close to the water! End Unit!,4095 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,1,1976,Lahaina
829189.4762,2208626.816,Hawaii,Serenity and Quiet Sophistication at Kulalani! Special Introductory Rates!,68-1118 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,1,2007,Kamuela
450071.271,2457801.085,Kauai,North Shore Hideaway - AS SEEN ON HGTV!,5121 Kapiolani Loop,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
450744.3139,2458143.834,Kauai,"Ocean Cliffs Home: Oceanfront, a/c, close to beach, upscale neighborhood",3581 Kaweonui Road,96722,INDIVIDUAL VACATION UNIT,1,,Princeville
603573.603,2400527.182,Oahu,Kekoa ** Available for 30 night rental. Please call,57-091 Kamehameha Highway,96731,INDIVIDUAL VACATION UNIT,1,1972,Kahuku
621630.6061,2353607.701,Oahu,Marine Surf Waikiki,364 Seaside Avenue,96815,INDIVIDUAL VACATION UNIT,93,1968,Honolulu
818906.0285,2172520.243,Hawaii,Ohai House - Ocean view with Private Salt Water Pool - 4 Bedroom 4 Bath,76-831 Kueni Place,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
