Latitude,Longitude,island,name,address,zipcode,type,units,year_open,hawaiistgrdsownerhotelsarea
764755.8857,2297402.732,Maui,Maui Schooner Resort,980 South Kihei Road,96753,TIMESHARE,58,1990,Kihei
621107.8185,2353481.452,Oahu,Waikiki Shore by Outrigger,2161 Kalia Road,96815,CONDOMINIUM HOTEL,37,1960,Honolulu
740166.0958,2315717.854,Maui,Maui Eldorado Kaanapali by Outrigger,2661 Kekaa Drive,96761,CONDOMINIUM HOTEL,57,1969,Lahaina
741809.2064,2309925.594,Maui,Aina Nalu Lahaina By Outrigger,660 Wainee Street,96761,CONDOMINIUM HOTEL,42,1975,Lahaina
818441.3939,2166200.072,Hawaii,Kanaloa at Kona by Outrigger,78-261 Manukai Street,96740,CONDOMINIUM HOTEL,18,1980,Kailua Kona
452529.4232,2419453.675,Kauai,Kiahuna Plantation Resort Kauai by Outrigger,2253 Poipu Road,96756,CONDOMINIUM HOTEL,83,1972,Koloa
742545.2343,2323075.054,Maui,Napili Shores Maui by Outrigger,5315 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,77,1972,Lahaina
621270.5632,2353594.856,Oahu,Regency on Beachwalk Waikiki By Outrigger,255 Beach Walk,96815,CONDOMINIUM HOTEL,39,1961,Honolulu
743620.1221,2324266.284,Maui,The Kapalua Villas Maui,500 Office Road,96761,CONDOMINIUM HOTEL,104,1975,Kapalua
741343.4212,2320815.968,Maui,Royal Kahana Maui by Outrigger,4365 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,116,1975,Lahaina
826546.1605,2205465.69,Hawaii,Fairway Villas Waikoloa by Outrigger,69-200 Pohakulana Place,96738,CONDOMINIUM HOTEL,47,2004,Waikoloa
826387.0969,2205192.414,Hawaii,Kohala Coast Vacation Rentals by Outrigger,69-250 Waikoloa Beach Dr Ste B13,96738,CONDOMINIUM HOTEL,5,,Waikoloa
766759.5201,2290888.551,Maui,Palms at Wailea Maui by Outrigger,3200 Wailea Alanui Drive,96753,CONDOMINIUM HOTEL,50,1991,Kihei
466894.866,2439652.465,Kauai,Waipouli Beach Resort & Spa Kauai by Outrigger,4-820 Kuhio Highway,96746,CONDOMINIUM HOTEL,64,2006,Kapaa
465865.4965,2438705.895,Kauai,Lae Nani Resort Kauai by Outrigger,410 Papaloa Road,96746,CONDOMINIUM HOTEL,5,1977,Kapaa
740187.7257,2317924.877,Maui,Honua Kai Resort & Spa,130 Kai Malina Pkwy,96761,CONDOMINIUM HOTEL,283,2009,Lahaina
612678.8052,2359792.318,Oahu,Best Western The Plaza Hotel,3253 North Nimitz Highway,96819,HOTEL,274,1963,Honolulu
621174.42,2353484.072,Oahu,Embassy Suites by Hilton™ - Waikiki Beach Walk,201 Beach Walk,96815,HOTEL,369,2006,Honolulu
621646.6555,2353395.608,Oahu,Waikiki Beachcomber by Outrigger,2300 Kalakaua Avenue,96815,HOTEL,496,1970,Honolulu
612282.3645,2359854.006,Oahu,Airport Honolulu Hotel,3401 North Nimitz Highway,96819,HOTEL,307,1965,Honolulu
621914.3548,2353319.44,Oahu,OHANA Waikiki East by Outrigger,150 Kaiulani Avenue,96815,HOTEL,443,1972,Honolulu
621565.102,2353713.961,Oahu,OHANA Waikiki Malia by Outrigger,2211 Kuhio Avenue,96815,HOTEL,327,1984,Honolulu
621137.096,2353454.24,Oahu,Outrigger Reef Waikiki Beach Resort,2169 Kalia Road,96815,HOTEL,635,1955,Honolulu
621669.6816,2353312.796,Oahu,Outrigger Waikiki Beach Resort,2335 Kalakaua Avenue,96815,HOTEL,524,1967,Honolulu
816312.9892,2172176.208,Hawaii,Royal Sea Cliff Kona by Outrigger,75-6040 Alii Drive,96740,CONDOMINIUM HOTEL,124,1982,Kailua Kona
909915.1611,2186265.882,Hawaii,Dolphin Bay Hotel,333 Iliahi Street,96720,HOTEL,18,1968,Hilo
896246.5999,2152723.006,Hawaii,Aloha Crater Lodge,11-3966 Lanihuli Road,96785,BED & BREAKFAST,6,2007,Volcano
622353.6542,2351763.88,Oahu,The New Otani at Kaimana Beach Hotel,2863 Kalakaua Avenue,96815,HOTEL,118,1964,Honolulu
912718.5489,2186123.28,Hawaii,Reeds Bay Resort Hotel,175 Banyan Drive,96720,,59,1984,Hilo
621846.5114,2353644.981,Oahu,Ilima Hotel,445 Nohonani Street,96815,HOTEL,98,1968,Honolulu
467499.5762,2441579.808,Kauai,Hotel Coral Reef,4-1516 Kuhio Highway,96746,HOTEL,27,1955,Kapaa
590759.1796,2360074.814,Oahu,Four Seasons Resort Oahu at Ko Olina,92-1001 Olani Street,96707,HOTEL,371,1993,Kapolei
775259.4658,2305910.787,Maui,Hale Aku,2704 Ililani Way,96768,BED & BREAKFAST,3,,Pukalani
909415.835,2185054.337,Hawaii,Hilo Honu Inn LLC,465 Haili Street,96720,BED & BREAKFAST,3,2006,Hilo
905048.7127,2185622.032,Hawaii,Inn at Kulaniapia Falls,100 Kulaniapia Drive,96720,BED & BREAKFAST,11,1998,Hilo
828287.6624,2150728.833,Hawaii,Kane Plantation Guesthouse,84-1120 Telephone Exchange Road,96726,BED & BREAKFAST,4,2013,Honaunau
895883.3263,2152785.3,Hawaii,Kilauea Lodge & Restaurant,19-3948 Old Volcano Road,96785,HOTEL,12,1988,Volcano
773890.5668,2316588.817,Maui,Mama's Fish House Restaurant And Inn,799 Poho Place,96779,HOTEL,12,1973,Paia
451600.3363,2419778.493,Kauai,Poipu Bed & Breakfast Inn,2720 Hoonani Road,96756,BED & BREAKFAST,4,1988,Koloa
603573.603,2400527.182,Oahu,Turtle Bay Resort,57-091 Kamehameha Highway,96731,HOTEL,452,1972,Kahuku
825731.4293,2154943.884,Hawaii,Kona Bayview Inn,83-5605 Middle Keei Road,96704,BED & BREAKFAST,3,1999,Captain Cook
773282.4852,2315787.225,Maui,Maui By the Sea,523 Hana Highway,96779,INDIVIDUAL VACATION UNIT,1,2000,Paia
768267.8558,2290238.434,Maui,Maui Joy Villa,620 Kumulani Dr,96753,BED & BREAKFAST,2,,Kihei
583370.6817,2386665.357,Oahu,Owen's Retreat,68-945 Farrington Highway,96791,INDIVIDUAL VACATION UNIT,4,1963,Mokuleia
895620.3029,2152583.297,Hawaii,Volcano Places,P.O. Box 159,96785,INDIVIDUAL VACATION UNIT,2,1997,Volcano
895350.6614,2152996.42,Hawaii,Hale Kilauea,19-3996 Kilauea Road,96785,BED & BREAKFAST,8,1988,Volcano
816197.2626,2194777.028,Hawaii,Kahikole VRU,72-208 Kahikole St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815668.4904,2193579.016,Hawaii,Hainoa Place VRU,72-130 Hainoa Pl,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815169.247,2194194.061,Hawaii,Ke Alaula VRU,72-156 Ke Alaula St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817651.2117,2171167.19,Hawaii,Kulanakauhale VRU,72-3557 Kulanakauhale Pl,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817651.2117,2171167.19,Hawaii,Puukole St VRU,72-127 Puukole St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815517.9297,2193822.559,Hawaii,Laueki St VRU,72-134 Laueki St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
815303.183,2194231.378,Hawaii,Ke Alaula Hale,72-136 Ke Alaula St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
814909.5472,2194914.69,Hawaii,Kumukehu VRU,72-160 Kumukehu St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
817651.2117,2171167.19,Hawaii,Pukapa VRU,72-1237 Pukapa St,96740,INDIVIDUAL VACATION UNIT,1,,Kailua-Kona
780654.1713,2313113.783,Maui,Bamboo Valley Inn,1444 West Kuiaha Road,96708,BED & BREAKFAST,2,,Haiku
741104.1377,2310432.35,Maui,Alexandra's at Front Street,972 Front Street,96761,INDIVIDUAL VACATION UNIT,2,,Lahaina
741015.0547,2310536.942,Maui,Lahaina Oceanfront Estates,1023 Front St 3C,96761,INDIVIDUAL VACATION UNIT,2,,Lahaina
740171.4388,2315709.919,Maui,No Ka Oi Hale Ocean Front,2580 Kekaa Drive #118,96761,INDIVIDUAL VACATION UNIT,1,,Lahaina
740171.4388,2315709.919,Maui,Okika Hale,2580 Kekaa Drive #118,96761,INDIVIDUAL VACATION UNIT,1,,Lahaina
741056.8645,2312766.731,Maui,Maui Garden Oasis,67 Kaniau Road,96761,BED & BREAKFAST,4,1992,Lahaina
773547.7444,2316003.76,Maui,Kuau Ko,616 Hana Hwy,96779,BED & BREAKFAST,1,2019,Paia
766780.7528,2291676.536,Maui,Relax and Rewind,221 Mahie Pl 5g,96753,BED & BREAKFAST,1,2019,Kihei
780028.6196,2299565.996,Maui,Kula Treat,226 Kulalani Dr,96790,BED & BREAKFAST,2,2014,Kula
778419.6682,2314669.428,Maui,Haiku Guesthouse,905 Kokomo Road,96708,BED & BREAKFAST,1,2013,Haiku
778640.4913,2314291.048,Maui,Maile Bungalow,2582 Alohia Place,96708,BED & BREAKFAST,2,2009,Haiku
778468.7923,2315815.901,Maui,Hookipa Rose,285 Pauwela Road,96708,BED & BREAKFAST,4,,Haiku
789436.0533,2314204.872,Maui,Kahua O Mali'o,610 Huelo Rd,96708,BED & BREAKFAST,4,2003,Haiku
779918.8188,2307865.706,Maui,La Casita,1094 Pookela Rd,96768,BED & BREAKFAST,1,,Makawao
765014.6893,2294888.957,Maui,Hale Hai Hai,71 Waimahaihai St,96753,BED & BREAKFAST,4,2019,Kihei
766637.6717,2293001.718,Maui,Scott's B&B,92 Iliwai Loop,96753,BED & BREAKFAST,1,,Kihei
766679.8403,2292121.021,Maui,Kauhale Breeze,2812 Kauhale St 5g,96753,BED & BREAKFAST,4,,Kihei
767858.4778,2290253.944,Maui,Maui Meadows Retreat,485 Kumulani Dr 5k,96753,BED & BREAKFAST,3,2016,Kihei
745592.0152,2307286.435,Maui,Hooilo House,138 Awaiku Street,96761,BED & BREAKFAST,6,2003,Lahaina
906508.3999,2184767.148,Hawaii,Old Hawaiian Bed & Breakfast,1492 Wailuku Drive,96720,BED & BREAKFAST,3,2001,Hilo
465931.0016,2438755.008,Kauai,Kauai Shores Hotel,420 Papaloa Road,96746,CONDOMINIUM HOTEL,200,1970,Kapaa
870320.9773,2223352.612,Hawaii,Waipio Wayside Bed & Breakfast Inn,P.O. Box 840,96727,BED & BREAKFAST,5,1988,Honokaa
609387.1279,2364710.426,Oahu,Harbor Shores Apartment Hotel,98-145 Lipoa Place,96701,CONDOMINIUM HOTEL,42,1965,Aiea
740694.0905,2319110.02,Maui,Kulakane Condominiums,3741 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,37,1970,Lahaina
465564.0584,2438523.647,Kauai,Wailua Bay View Resort,320 Papaloa Road,96746,INDIVIDUAL VACATION UNIT,37,1972,Kapaa
916686.4337,2186754.457,Hawaii,Maureen's Bed & Breakfast,1896 Kalanianaole Street,96720,BED & BREAKFAST,4,1990,Hilo
826436.8469,2205167.01,Hawaii,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,100,2007,Waikoloa
815300.8671,2174315.392,Hawaii,Kona Plaza,75-5719 Alii Drive,96740,INDIVIDUAL VACATION UNIT,29,1973,Kailua-Kona
769570.2242,2314301.079,Maui,Sugar Cove Condominium,320 Paani Place,96779,INDIVIDUAL VACATION UNIT,2,1977,Paia
620422.5919,2354216.738,Oahu,Ilikai Marina,1765 Ala Moana Boulevard,96815,INDIVIDUAL VACATION UNIT,200,1968,Honolulu
766048.8885,2292571.834,Maui,Haleakala Shores,2619 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1975,Kihei
766048.8885,2292571.834,Maui,Haleakala Shores (Estimate),2619 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,25,1975,Kihei
759436.3589,2301463.914,Maui,Island Sands Resort (Estimate),150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,66,1975,Maalaea
759436.3589,2301463.914,Maui,Island Sands Resort,150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,1,1975,Maalaea
765837.3776,2293992.181,Maui,Kalama Terrace,35 Walaka Street,96753,INDIVIDUAL VACATION UNIT,1,,Kihei
759436.3589,2301463.914,Maui,Island Sands Resort,150 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,16,1975,Maalaea
766084.2269,2292406.438,Maui,Kamaole Sands,2695 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1983,Kihei
766084.2269,2292406.438,Maui,Kamaole Sands (Estimate),2695 South Kihei Road,96753,CONDOMINIUM HOTEL,390,1983,Kihei
766084.2269,2292406.438,Maui,Kamaole Sands (Estimate),2695 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,390,1983,Kihei
759710.1396,2301662.191,Maui,Kanai A Nalu,250 Hauoli Street,96793,INDIVIDUAL VACATION UNIT,69,1976,Wailuku
764715.0806,2297622.052,Maui,Kauhale Makai,938 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,5,1978,Kihei
764715.0806,2297622.052,Maui,Royal Aloha Maui Village By The Sea,938 South Kihei Road,96753,TIMESHARE,12,1978,Kihei
764715.0806,2297622.052,Maui,Kauhale Makai (Estimate),938 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,122,1978,Kihei
765985.1146,2292867.33,Maui,Kihei Akahi,2531 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,199,1977,Kihei
766128.5579,2293286.796,Maui,Kihei Alii Kai,2387 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,20,1979,Kihei
766128.5579,2293286.796,Maui,Kihei Alii Kai (Estimate),2387 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,20,1979,Kihei
764640.3722,2298112.88,Maui,Kihei Bay Surf,715 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,98,2002,Kihei
764640.3722,2298112.88,Maui,Kihei Bay Surf (Estimate),715 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,98,2002,Kihei
764522.0643,2298860.311,Maui,Kihei Holiday,483 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1979,Kihei
765969.5312,2292934.603,Maui,Kihei Kai Nani,2495 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,180,1973,Kihei
766120.1986,2291646.319,Maui,Kihei Surfside,2936 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,82,1976,Kihei
766120.1986,2291646.319,Maui,Kihei Surfside (Estimate),2936 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,82,1976,Kihei
764767.6687,2297335.78,Maui,Leinaala,998 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,14,1975,Kihei
766118.3289,2291579.443,Maui,Mana Kai Resort,2960 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,16,1973,Kihei
766118.3289,2291579.443,Maui,Mana Kai Resort (Estimate),2960 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,94,1973,Kihei
765992.8951,2292828.041,Maui,Maui Banyan,2575 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1990,Kihei
766141.6237,2291993.392,Maui,Maui Kamaole,2777 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,2,1989,Kihei
766141.6237,2291993.392,Maui,Maui Kamaole,2777 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,251,1989,Kihei
764780.0948,2297272.813,Maui,Maui Sunset,1032 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,1,1976,Kihei
764780.0948,2297272.813,Maui,Maui Sunset (Estimate),1032 South Kihei Road,96753,TIMESHARE,65,1976,Kihei
764780.0948,2297272.813,Maui,Maui Sunset (Estimate),1032 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,115,1976,Kihei
765748.2118,2293920.566,Maui,Maui Vista Resort,2191 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,29,1979,Kihei
765748.2118,2293920.566,Maui,Maui Vista Resort (Estimate),2191 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,154,1979,Kihei
764646.5918,2298009.869,Maui,Menehune Shores,760 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,150,1976,Kihei
765788.5973,2293759.443,Maui,Pacific Shores,2219 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,3,,Kihei
765907.4174,2293182.143,Maui,Royal Mauian,2430 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,9,1973,Kihei
765907.4174,2293182.143,Maui,Royal Mauian (Estimate),2430 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,65,1973,Kihei
764629.3299,2298713.157,Maui,Wailana Sands,25 Wailana Place,96753,INDIVIDUAL VACATION UNIT,1,1980,Kihei
766761.1311,2290626.212,Maui,Wailea Ekahi,3300 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,222,1978,Kihei
742632.3582,2323186.733,Maui,One Napili Way (Estimate),5355 Lower Honoapiilani Road,96761,TIMESHARE,14,1992,Napili
766761.1311,2290626.212,Maui,Wailea Ekahi,3300 Wailea Alanui Drive,96753,INDIVIDUAL VACATION UNIT,222,1978,Kihei
767275.7214,2289445.036,Maui,Wailea Ekolu,10 Wailea Ekolu Place,96753,INDIVIDUAL VACATION UNIT,148,1979,Wailea
833100.658,2214436.689,Hawaii,Mauna Kea High Bluffs Private Home,High Bluffs Private Home,96743,INDIVIDUAL VACATION UNIT,1,,Kamuela
829126.014,2208814.755,Hawaii,Mauna Lani Fairways,68-1125 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,4,2006,Kohala Coast
829126.014,2208814.755,Hawaii,Mauna Lani Fairways,68-1125 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,74,2006,Kohala Coast
826436.8469,2205167.01,Hawaii,Waikoloa Beach Villas,69-180 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,26,2007,Waikoloa
829097.157,2208078.406,Hawaii,Villages at Mauna Lani,68-1025 North Kaniku Drive,96743,INDIVIDUAL VACATION UNIT,1,,Waimea
827012.8328,2205963.252,Hawaii,Waikoloa Colony Villas,69-555 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,10,2003,Waikoloa
827012.8328,2205963.252,Hawaii,Waikoloa Colony Villas (Estimate),69-555 Waikoloa Beach Drive,96738,INDIVIDUAL VACATION UNIT,57,2003,Waikoloa
826476.1042,2206270.258,Hawaii,Halii Kai at Waikoloa,69-1033 Nawahine Place,96738,INDIVIDUAL VACATION UNIT,4,2007,Waikoloa
825820.9819,2205458.016,Hawaii,Kolea Condominium,69-1000 Kolea Kai Circle,96738,INDIVIDUAL VACATION UNIT,2,2006,Waikoloa
622055.0924,2353223.972,Oahu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,96815,HOTEL,124,1979,Honolulu
622055.0924,2353223.972,Oahu,Vive Hotel Waikiki (Estimate),2426 Kuhio Avenue,96815,HOTEL,124,1979,Honolulu
628145.5837,2372699.152,Oahu,The Lodge at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,HOTEL,117,,Kaneohe
628145.5837,2372699.152,Oahu,The Cottages at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,13,,Kaneohe
628145.5837,2372699.152,Oahu,The Klipper Villas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,15,,Kaneohe
628145.5837,2372699.152,Oahu,The Cabanas at Kaneohe Bay (Estimate),MCB Hawaii Building 6534,96863,OTHER,29,,Kaneohe
615242.3392,2362486.4,Oahu,Tripler Army Hotel,Tripler Army Medical Center Bldg 228B,96859,HOTEL,98,,Honolulu
620647.5647,2354144.405,Oahu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,96815,HOTEL,198,1969,Honolulu
620647.5647,2354144.405,Oahu,Ramada Plaza Waikiki (Estimate),1830 Ala Moana Boulevard,96815,HOTEL,198,1969,Honolulu
598301.8263,2376790.14,Oahu,Inn at Schofield Barracks,563 Kolekole Avenue,96786,HOTEL,192,1994,Wahiawa
608381.7707,2360173.537,Oahu,Royal Alakai Inn (Estimate),15 G Street Building 1153,96753,HOTEL,436,,Hickam AFB
621599.5771,2353573.596,Oahu,"Shoreline Hotel Waikiki, a Joie de Vivre Hotel",342 Seaside Avenue,96815,HOTEL,135,,Honolulu
633785.3741,2361636.129,Oahu,Bellows Air Force Station (Estimate),220 Tinker Road,96795,OTHER,125,,Waimanalo
766115.8709,2291520.101,Maui,Days Inn Maui Oceanfront Kihei (Estimate),2980 South Kihei Road,96753,HOTEL,87,1972,Kihei
621639.2864,2353865.046,Oahu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,96815,HOTEL,81,1963,Honolulu
621639.2864,2353865.046,Oahu,"Coconut Waikiki Hotel, a Joie de Vivre Hotel",450 Lewers Street,96815,HOTEL,81,1963,Honolulu
851508.6698,2109130.018,Hawaii,Kalaekilohana Inn & Retreat (Estimate),94-2152 South Point Road,96772,OTHER,5,2005,Na'alehu
620595.1438,2353845.13,Oahu,Hilton Hawaiian Village Beach Resort & Spa (Estimate),2005 Kalia Road,96815,HOTEL,2860,2001,Honolulu
740510.5726,2318544.599,Maui,Papakea Resort (Estimate),3543 Lower Honoapiilani Road,96761,CONDOMINIUM HOTEL,312,1976,Lahaina
740187.7257,2317924.877,Maui,Honua Kai (Estimate),130 Kai Malina Pkwy,96761,INDIVIDUAL VACATION UNIT,628,2009,Lahaina
590800.8471,2359949.827,Oahu,"Aulani, A Disney Resort & Spa (Estimate)",92-1185 Aliinui Drive,96707,TIMESHARE,840,2011,Kapolei
583817.0078,2371858.917,Oahu,Pililaau Army Recreation Center (Estimate),"85-010 Army Street, Bldg. 4065",96792,OTHER,43,,Waianae
619954.7718,2355898.583,Oahu,The Plumeria,1111 Piikoi Street,96814,HOSTEL,26,1985,Honolulu
620394.535,2354291.175,Oahu,"The Equus, an Ascend Hotel",1696 Ala Moana Boulevard,96815,CONDOMINIUM HOTEL,68,1963,Honolulu
621306.7845,2353758.073,Oahu,The Polynesian Residences (Estimate),2131 Kalakaua Avenue,96815,HOTEL,56,1972,Honolulu
910000.8281,2186247.712,Hawaii,Wild Ginger Inn Hotel And Hostel (Estimate),100 Puueo Street,96720,HOTEL,29,1939,Hilo
609295.0041,2364761.88,Oahu,Harbor Arms Apartment Hotel (Estimate),98-130 Lipoa Place,96701,APARTMENT/ HOTEL,30,1965,Aiea
856290.9052,2111000.413,Hawaii,Macadamia Meadows Farm B & B (Estimate),94-6263 Kamaoa Road,96772,BED & BREAKFAST,5,1997,Waiohinu
847748.4883,2217440.281,Hawaii,Kamuela Inn (Estimate),65-1300 Kawaihae Road,96743,BED & BREAKFAST,30,1960,Kamuela
716600.6769,2305347.266,Lanai,"Sensei Lanai, A Four Seasons Resort (Estimate)",1 Keomoku Highway,96763,HOTEL,102,1991,Lanai City
768571.7557,2290596.917,Maui,Eva Villa (Estimate),815 Kumulani Drive,96753,BED & BREAKFAST,3,1993,Kihei
777609.992,2310095.455,Maui,Gods Peace Of Maui (Estimate),1290 Haliimaile Road,96768,BED & BREAKFAST,6,1995,Makawao
633389.2993,2365270.653,Oahu,Hawaii's Hidden Hideaway Bed and Breakfast (Estimate),1369 Mokolea Drive,96734,BED & BREAKFAST,3,1997,Kailua
611743.9715,2366260.446,Oahu,Rainbow Inn (Estimate),98-1049 Mahola Place,96701,BED & BREAKFAST,1,NA,Aiea
631330.0765,2366199.327,Oahu,Kays Vacation Rentals (Estimate),232 Awakea Road,96734,INDIVIDUAL VACATION UNIT,2,1987,Kailua
831166.4331,2240878.742,Hawaii,Kohala Village Inn (Estimate),55-514 Hawi Road,96719,HOTEL,19,1994,Hawi
740077.952,2316316.454,Maui,Kaanapali Ocean Inn (Estimate),2780-A Kekaa Drive,96761,HOTEL,44,1962,Lahaina
815809.9648,2173541.678,Hawaii,Royal Kona Resort (Estimate),75-5852 Alii Drive,96740,HOTEL,436,1967,Kailua-Kona
740077.952,2316316.454,Maui,Royal Lahaina Resort,2780 Kekaa Drive,96761,HOTEL,438,1962,Lahaina
739763.5818,2314787.189,Maui,Kaanapali Alii Resort (Estimate),50 Nohea Kai Drive,96761,CONDOMINIUM HOTEL,187,1982,Lahaina
895620.3029,2152583.297,Hawaii,Volcano Heritage Cottages,P.O. Box 235,96785,INDIVIDUAL VACATION UNIT,4,,Volcano
772705.7304,2314667.508,Maui,Hale Nihi B&B,5 Nihi Place 7A,96779,BED & BREAKFAST,2,,Paia
817138.1058,2170874.102,Hawaii,Kona Bali Kai,76-6246 Alii Drive,96740,INDIVIDUAL VACATION UNIT,120,1969,Kailua Kona
816503.8788,2171752.294,Hawaii,Kona Isle,75-6100 Alii Drive,96740,INDIVIDUAL VACATION UNIT,30,1972,Kailua-Kona
816280.7197,2172260.34,Hawaii,Kona Makai,75-6026 Alii Drive,96740,INDIVIDUAL VACATION UNIT,60,1978,Kailua-Kona
815970.8183,2173366.198,Hawaii,Kona Mansions,75-5873 Walua Road,96740,INDIVIDUAL VACATION UNIT,75,1972,Kailua-Kona
834071.7718,2214743.118,Hawaii,Kumulani at Mauna Kea,63-3610 Lolii Way,96743,INDIVIDUAL VACATION UNIT,10,,Kamuela
836435.2813,2206786.684,Hawaii,Waikoloa Hills,68-3907 Paniolo Drive,96738,INDIVIDUAL VACATION UNIT,6,,Waikoloa
817754.5801,2169352.953,Hawaii,White Sands Village,77-6469 Alii Drive,96740,INDIVIDUAL VACATION UNIT,80,1976,Kailua-Kona
764629.3299,2298713.157,Maui,Wailana Sands,25 Wailana Place,96753,INDIVIDUAL VACATION UNIT,10,1980,Kihei
448978.7453,2457479.963,Kauai,Hale Moi,5301 Ka Haku Road,96722,INDIVIDUAL VACATION UNIT,30,,Princeville
451037.4576,2419764.403,Kauai,Prince Kuhio Resort,5061 Lawai Road,96756,INDIVIDUAL VACATION UNIT,50,1960,Koloa
450763.8342,2457498.859,Kauai,Sandpiper Village,4770 Pepelani Loop,96722,INDIVIDUAL VACATION UNIT,35,1980,Princeville
765969.5312,2292934.603,Maui,Kihei Kai Nani,2495 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,150,1973,Kihei
742545.2343,2323075.054,Maui,Napili Shores (Estimate),5315 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,152,1972,Lahaina
741343.4212,2320815.968,Maui,Royal Kahana (Estimate),4365 Lower Honoapiilani Road,96761,INDIVIDUAL VACATION UNIT,220,1975,Lahaina
765561.1341,2294173.683,Maui,Shores of Maui (Estimate),2075 South Kihei Road,96753,INDIVIDUAL VACATION UNIT,40,1976,Kihei
739919.974,2315330.603,Maui,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,96761,TIMESHARE,328,1975,Lahaina
739919.974,2315330.603,Maui,The Whaler on Kaanapali Beach,2481 Kaanapali Parkway,96761,INDIVIDUAL VACATION UNIT,328,1975,Lahaina
442799.9201,2455376.895,Kauai,A River House,5121 Wainiha Powerhouse Road,96714,INDIVIDUAL VACATION UNIT,1,,Hanalei
448768.1211,2455672.949,Kauai,Chung Cottage,4411 Aku Road,96714,INDIVIDUAL VACATION UNIT,1,1970,Hanalei
443798.2867,2457315.344,Kauai,Haena Hale,5-7083 Kuhio Highway,96714,INDIVIDUAL VACATION UNIT,1,,Haena
449999.2758,2457952.89,Kauai,Hale Anu Keanu,5072 Kamamalu Loop,96722,INDIVIDUAL VACATION UNIT,0,,Princeville
443316.7742,2457675.578,Kauai,Hale Hoku,7321 Alamoo Road,96714,INDIVIDUAL VACATION UNIT,1,,Wainiha
448371.6797,2455284.235,Kauai,Hale Ka Mahina House of the Moon,4451 Mahimahi Road,96754,INDIVIDUAL VACATION UNIT,1,,Hanalei
